associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera parviflora,usms_000015184,magnoliopsida,,a252df7c-54e5-4067-b8ad-fb3be53cb0f8,,"bozeman, john r.; radford, a. e.",,,north america,1807.0,united states,usa,surry,7ddf754f-d193-4cc9-b351-99906754a03b,1967-10-01,2021-12-17T14:18:43.749027+00:00,0.30434782608695654,,,,,,9eb30a148a6cf1b54c142b0b6026adb59afb43bd,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'gbif_canonicalname_added', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 36.340138, 'lon': -80.474224}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera parviflora,,,saurensis,usms,,,plantae,,,,,,,"around base of pilot knob on pilot mountain, off n.c. 52 northwest of winston-salem",,,,3877ab8d-77eb-44fc-98ab-8ff3eb12c018,,,,,bcd9b654-800c-40ef-be91-b34c08934d2a,saxifragales,tracheophyta,"['c3134980-bf5c-49b8-a289-790d45f02c86\\\\bcd9b654-800c-40ef-be91-b34c08934d2a', 'c3134980-bf5c-49b8-a289-790d45f02c86\\\\6029532', 'urn:uuid:bcd9b654-800c-40ef-be91-b34c08934d2a']",11550,c3134980-bf5c-49b8-a289-790d45f02c86,heuchera parviflora var. saurensis,parviflora,274,north carolina,3032678,accepted,species,holotype,e01aa354-c712-416f-b228-01dcdb7b9fcc,10/1/67,,,,Heuchera parviflora saurensis,-80.474224,36.340138
,,preservedspecimen,,heuchera parviflora,ncu00064299,magnoliopsida,vascular plants,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,"radford, a. e.; stewart radford, laurie m.",,,north america,395.0,united states,usa,burke,7ddf754f-d193-4cc9-b351-99906754a03b,1952-09-01,2022-04-27T13:54:29.080943+00:00,0.30434782608695654,,,,,,1e7112f6c63a53f0812d9710b067c8ef20628ed2,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonomicstatus_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 35.890929, 'lon': -81.882506}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera parviflora,,,saurensis,ncu,,,plantae,,,,,,,on table rock,,,,d46a7388-7096-416b-8e01-0c6102e0bd63,,,,,37c83c24-a4eb-4527-90cb-d78762e12390,saxifragales,tracheophyta,"['4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\37c83c24-a4eb-4527-90cb-d78762e12390', '4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\8655764', 'urn:uuid:37c83c24-a4eb-4527-90cb-d78762e12390']",6682,4e3043a6-d48a-4a35-b5fb-f67d50cbc158,heuchera parviflora var. saurensis,parviflora,245,north carolina,3032678,accepted,species,paratype,770b82e7-3858-4873-b61d-4b4f7ab0741c,,,,,Heuchera parviflora saurensis,-81.882506,35.890929
,,preservedspecimen,,heuchera parviflora,ncu00064403,magnoliopsida,vascular plants,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,"radford, a. e.",,,north america,5591.0,united states,usa,surry,7ddf754f-d193-4cc9-b351-99906754a03b,1956-06-23,2022-04-27T13:54:29.080943+00:00,0.30434782608695654,,,,,,190b7d4beb07ab0f48840c584d6b1df52fd86f65,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonomicstatus_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 36.492303, 'lon': -80.844147}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera parviflora,,,saurensis,ncu,,,plantae,,,,,,,1 1/2 miles n.w. of blevins store near roaring river,,,,1f9edb5a-e7bf-4a59-8471-aa38f78b6c20,,,,,43e2f20b-f915-4235-a300-4574333f50d4,saxifragales,tracheophyta,"['4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\8655743', 'urn:uuid:43e2f20b-f915-4235-a300-4574333f50d4', '4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\43e2f20b-f915-4235-a300-4574333f50d4']",13176,4e3043a6-d48a-4a35-b5fb-f67d50cbc158,heuchera parviflora var. saurensis,parviflora,175,north carolina,3032678,accepted,species,paratype,27e64382-ab18-4de8-a065-3cdd738b35fa,,,,,Heuchera parviflora saurensis,-80.844147,36.492303
,,preservedspecimen,,heuchera parviflora,ncu00064402,magnoliopsida,vascular plants,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,"wells, elizabeth f.",,,north america,1807.0,united states,usa,surry,7ddf754f-d193-4cc9-b351-99906754a03b,1973-08-22,2022-04-27T13:54:29.080943+00:00,0.2898550724637681,,,,,,607467b931a9a48f2512bc79e0900d861a82ed5f,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonomicstatus_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 36.340138, 'lon': -80.474224}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera parviflora,,,saurensis,ncu,,,plantae,,,,,,,"on northwest side of pilot knob, pilot mountain",,,,f2034853-fa41-4885-8d89-29926cf24401,,,,,d96d1f78-08a4-47ab-90bd-67929b87cc0c,saxifragales,tracheophyta,"['4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\d96d1f78-08a4-47ab-90bd-67929b87cc0c', '4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\8589184', 'urn:uuid:d96d1f78-08a4-47ab-90bd-67929b87cc0c']",3277,4e3043a6-d48a-4a35-b5fb-f67d50cbc158,heuchera parviflora var. saurensis,parviflora,234,north carolina,3032678,accepted,species,,f7ea4462-42e4-4822-9816-b22ae678f27b,,,,,Heuchera parviflora saurensis,-80.474224,36.340138
,,preservedspecimen,,heuchera parviflora,ncu00064292,magnoliopsida,vascular plants,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,"bozeman, john r.; radford, a. e.",,,north america,1807.0,united states,usa,surry,7ddf754f-d193-4cc9-b351-99906754a03b,1967-10-01,2022-04-27T13:54:29.080943+00:00,0.3188405797101449,,,,,,03636b2d331dd1d0f3f52d60cd8030c59e66d8c8,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'gbif_canonicalname_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'dwc_taxonomicstatus_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 36.340138, 'lon': -80.474224}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera parviflora,,,saurensis,ncu,,,plantae,,,,,,,"around base of pilot knob on pilot mountain, off n.c. 52 northwest of winston-salem",,,,6d10da5c-416d-4148-b35e-4421f06bc52b,,,,,9685e76c-4768-4a7b-8b82-081b8ae67eab,saxifragales,tracheophyta,"['4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\9685e76c-4768-4a7b-8b82-081b8ae67eab', 'urn:uuid:9685e76c-4768-4a7b-8b82-081b8ae67eab', '4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\8589099']",11550,4e3043a6-d48a-4a35-b5fb-f67d50cbc158,heuchera parviflora var. saurensis,parviflora,274,north carolina,3032678,accepted,species,holotype,ac20282a-38cd-4602-b41c-44785dfc0cc2,10/1/67,,,,Heuchera parviflora saurensis,-80.474224,36.340138
,,preservedspecimen,,heuchera parviflora,ncu00064300,magnoliopsida,vascular plants,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,"wells, elizabeth f.",,,north america,899.0,united states,usa,burke,7ddf754f-d193-4cc9-b351-99906754a03b,1975-08-23,2022-04-27T13:54:29.080943+00:00,0.2898550724637681,,,,,,a9b2800b1356f1cf58aa29eab9999c150eae7641,saxifragaceae,,"['gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_taxonomicstatus_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 35.877349, 'lon': -81.888441}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera|heuchera parviflora,,,saurensis,ncu,,,plantae,,,,,,,"the chimneys south of the parking area, table rock mountain",,,,a4075139-6162-4e41-b3ef-219bfad89836,,,,,3656e988-5d37-4077-809c-fd08c4f8f76f,saxifragales,tracheophyta,"['urn:uuid:3656e988-5d37-4077-809c-fd08c4f8f76f', '4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\3656e988-5d37-4077-809c-fd08c4f8f76f', '4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\\\8684770']",3278,4e3043a6-d48a-4a35-b5fb-f67d50cbc158,heuchera parviflora var. saurensis,parviflora,235,north carolina,3032678,accepted,species,,7a75fe4c-76d6-436a-bc68-964953ebd65a,,,,,Heuchera parviflora saurensis,-81.888441,35.877349
,,HUMAN_OBSERVATION,,,117251222,Magnoliopsida,Observations,,,Robby Deans,,,,28563.0,,,,,2022-05-13T13:27:11,,,,,,,,,Saxifragaceae,,,,Heuchera,,,,,,,,,saurensis,iNaturalist,,,Plantae,,,,,,,,,,,,,,,,https://www.inaturalist.org/observations/117251222,Saxifragales,Tracheophyta,,,,Heuchera parviflora var. saurensis R.A.Folk,parviflora,,North Carolina,772727,ACCEPTED,VARIETY,,,2022-05-13 13:27:11-04:00,"North Carolina, US",,,Heuchera parviflora saurensis,-80.534335,36.234934
,,HUMAN_OBSERVATION,,,99935181,Magnoliopsida,Observations,,,Jim Brighton,,,,28620.0,,,,,2021-09-17T10:30:00,,,,,,,,,Saxifragaceae,,,,Heuchera,,,,,,,,,saurensis,iNaturalist,,,Plantae,,,,,,,,,,,,,,,,https://www.inaturalist.org/observations/99935181,Saxifragales,Tracheophyta,,,,Heuchera parviflora var. saurensis R.A.Folk,parviflora,,North Carolina,772727,ACCEPTED,VARIETY,,,2021/09/17 10:30 AM EDT,"North Carolina, US",,,Heuchera parviflora saurensis,-81.865253,35.821149
,,HUMAN_OBSERVATION,,,99935062,Magnoliopsida,Observations,,,Jim Brighton,,,,28620.0,,,,,2021-09-17T15:34:00,,,,,,,,,Saxifragaceae,,,,Heuchera,,,,,,,,,saurensis,iNaturalist,,,Plantae,,,,,,,,,,,,,,,,https://www.inaturalist.org/observations/99935062,Saxifragales,Tracheophyta,,,,Heuchera parviflora var. saurensis R.A.Folk,parviflora,,North Carolina,772727,ACCEPTED,VARIETY,,,2021/09/17 3:34 PM EDT,"North Carolina, US",,,Heuchera parviflora saurensis,-81.880959,35.972643
,,HUMAN_OBSERVATION,,,101206650,Magnoliopsida,Observations,,,grahamayer,,,,636.0,,,,,2021-11-14T13:47:48,,,,,,,,,Saxifragaceae,,,,Heuchera,,,,,,,,,saurensis,iNaturalist,,,Plantae,,,,,,,,,,,,,,,,https://www.inaturalist.org/observations/101206650,Saxifragales,Tracheophyta,,,,Heuchera parviflora var. saurensis R.A.Folk,parviflora,,North Carolina,772727,ACCEPTED,VARIETY,,,Sun Nov 14 2021 13:47:48 GMT-0500 (EST),"Pisgah National Forest, Newland, NC, US",,,Heuchera parviflora saurensis,-81.881233,35.886848
