associatedsequences,barcodeValue,basisOfRecord,bed,canonicalName,catalogNumber,class,collectionCode,collectionID,collectionName,recordedBy,vernacularName,commonnames,continent,coordinateUncertaintyInMeters,country,isoCountryCode,county,datasetID,eventDate,dateModified,dataQualityScore,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,etag,family,fieldNumber,flags,formation,genus,geologicalContextID,geoPoint,group,hasImage,hasMedia,higherClassification,highestBiostratigraphicZone,individualCount,infraspecificEpithet,institutionCode,institutionID,institutionName,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lithostratigraphicTerms,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,mediarecords,member,minimumDepthInMeters,minimumElevationInMeters,municipality,occurrenceID,order,phylum,recordIds,recordNumber,recordset,scientificName,specificEpithet,startDayOfYear,stateProvince,taxonID,taxonomicStatus,taxonRank,typeStatus,uuid,verbatimEventDate,verbatimLocality,version,waterBody,species_name,x,y
,,preservedspecimen,,heuchera merriamii,102816,magnoliopsida,herb,,,w. j. ferlatte,,,north america,,united states,usa,siskiyou co.,7ddf754f-d193-4cc9-b351-99906754a03b,1966-06-22,2021-07-27T11:52:57.039575+00:00,0.2318840579710145,,,,,,b63c265990773d7c615e1983028e59a468cd60a9,saxifragaceae,,"['geopoint_datum_missing', 'dwc_country_replaced', 'dwc_multimedia_added', 'gbif_reference_added', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'dwc_datasetid_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_phylum_replaced', 'dwc_taxonid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added', 'dwc_order_added', 'dwc_class_added']",,heuchera,,"{'lat': 35.043, 'lon': -116.295}",,true,true,plantae | dicots | saxifragaceae,,,,usf,urn:lsid:biocol.org:col:15638,,plantae,,,,,,,"josephine lake basin. t37n, r9w, sec. 31.",,,,00c6b6f7-36a9-4ce8-9db1-ec636338c731,,,,,3b54059a-3781-40c7-be24-e121fad89767,saxifragales,tracheophyta,"['f1cf8457-237e-487a-9d13-5de7d81b9de4\\\\3b54059a-3781-40c7-be24-e121fad89767', 'f1cf8457-237e-487a-9d13-5de7d81b9de4\\\\urn:catalog:usf:herb:102816']",82,f1cf8457-237e-487a-9d13-5de7d81b9de4,heuchera merriamii,merriamii,173,california,3032662,accepted,species,,6e964958-ffef-41a9-8bb8-75bc2a09e8b0,,"josephine lake basin. t37n, r9w, sec. 31.",,,Heuchera merriamii,-116.295,35.043
,,preservedspecimen,,heuchera merriamii,,magnoliopsida,,eaef47cb-6ed3-4439-b974-f05e4f65165e,,william j. ferlatte,,,north america,800.0,united states,usa,siskiyou,7ddf754f-d193-4cc9-b351-99906754a03b,1967-08-21,2021-11-03T11:57:37.545250+00:00,0.2898550724637681,,,,,,42ad484e53303bd7dc477ed152e81b1dd547ed66,saxifragaceae,,"['dwc_family_replaced', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added']",,heuchera,,"{'lat': 41.013099, 'lon': -122.991027}",,false,false,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|myrothamnanae|saxifragales|saxifragaceae|heuchera,,,,hsc,,,plantae,,,,,,,sawtooth ridge between caribou basin and little south fork lake,,,,,,,2287.0,,54609b3c-18dd-451a-ad52-a44949451b93,saxifragales,tracheophyta,"['urn:uuid:54609b3c-18dd-451a-ad52-a44949451b93', '244ee82a-438c-4e77-a2ce-4e2af9ddbe4d\\\\1776329', '244ee82a-438c-4e77-a2ce-4e2af9ddbe4d\\\\54609b3c-18dd-451a-ad52-a44949451b93']",1067,244ee82a-438c-4e77-a2ce-4e2af9ddbe4d,heuchera merriamii,merriamii,233,california,3032662,accepted,species,,a24f0eee-7943-44e7-86f1-94444889af02,21 aug 1967,,,,Heuchera merriamii,-122.991027,41.013099
,,preservedspecimen,,heuchera merriamii,,magnoliopsida,,eaef47cb-6ed3-4439-b974-f05e4f65165e,,william j. ferlatte,,,north america,4036.0,united states,usa,siskiyou,7ddf754f-d193-4cc9-b351-99906754a03b,1967-08-20,2021-12-17T12:41:24.809845+00:00,0.2898550724637681,,,,,,7ec427f7ec5d42838a0b14f3758ded775c54ef75,saxifragaceae,,"['dwc_family_replaced', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added']",,heuchera,,"{'lat': 41.01306106523842, 'lon': -122.9729419550243}",,false,false,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|myrothamnanae|saxifragales|saxifragaceae|heuchera,,,,hsc,,,plantae,,,,,,,"caribou basin, sawtooth ridge, steep, n-facing slope",,,,,,,2043.0,,d04e3edf-9e2c-409c-a5eb-22b47f8a7023,saxifragales,tracheophyta,"['244ee82a-438c-4e77-a2ce-4e2af9ddbe4d\\\\d04e3edf-9e2c-409c-a5eb-22b47f8a7023', 'urn:uuid:d04e3edf-9e2c-409c-a5eb-22b47f8a7023', '244ee82a-438c-4e77-a2ce-4e2af9ddbe4d\\\\1808246']",1061,244ee82a-438c-4e77-a2ce-4e2af9ddbe4d,heuchera merriamii,merriamii,232,california,3032662,accepted,species,,88bf261f-0dfb-462a-bc57-9b2f98866dff,20 aug 1967,,,,Heuchera merriamii,-122.9729419550243,41.01306106523842
,,preservedspecimen,,heuchera merriamii,,magnoliopsida,,eaef47cb-6ed3-4439-b974-f05e4f65165e,,john s. palmer,,,north america,969.0,united states,usa,trinity,7ddf754f-d193-4cc9-b351-99906754a03b,1975-07-23,2021-12-17T12:41:24.809845+00:00,0.2753623188405797,,,,,,3b44d6d652d34fe3d07b0e71419cc128ab129e02,saxifragaceae,,"['geopoint_datum_missing', 'dwc_family_replaced', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_continent_added', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_parentnameusageid_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added']",,heuchera,,"{'lat': 41.211757, 'lon': -122.716498}",,false,false,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|myrothamnanae|saxifragales|saxifragaceae|heuchera,,,,hsc,,,plantae,,,,,,,"bear lakes area, ridgetop se of log lake",,,,,,,2000.0,,896d3952-4fbc-40df-8e7a-989d4a7ae14e,saxifragales,tracheophyta,"['urn:uuid:896d3952-4fbc-40df-8e7a-989d4a7ae14e', '244ee82a-438c-4e77-a2ce-4e2af9ddbe4d\\\\1817824', '244ee82a-438c-4e77-a2ce-4e2af9ddbe4d\\\\896d3952-4fbc-40df-8e7a-989d4a7ae14e']",399,244ee82a-438c-4e77-a2ce-4e2af9ddbe4d,heuchera merriamii,merriamii,204,california,3032662,accepted,species,,3fe75411-95e0-40ed-8710-99464a337162,23 jul 1975,,,,Heuchera merriamii,-122.716498,41.211757
,,preservedspecimen,,heuchera merriamii,rsa0159854,magnoliopsida,rsa,3818e1d3-b6a4-11e8-b408-001a64db2964,,dean wm. taylor,,,north america,,united states,usa,siskiyou,7ddf754f-d193-4cc9-b351-99906754a03b,1996-06-19,2022-01-11T02:46:27.708845+00:00,0.30434782608695654,,,,,,d1d1a20b120cb2a431ffd23aa3a8372e0a4439f5,saxifragaceae,,"['geopoint_datum_missing', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_parentnameusageid_added', 'dwc_datasetid_added', 'gbif_reference_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added', 'dwc_continent_added']",,heuchera,,"{'lat': 41.4991667, 'lon': -122.5997222}",,false,false,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|myrothamnanae|saxifragales|saxifragaceae|heuchera,,,,rsa,,,plantae,,,,,,,lime gulch; bordering shasta valley (about 15 miles south of yreka).,,,,,,,1189.0,,33cd707b-ac6f-4d85-8fb1-fc1cc54c1fed,saxifragales,tracheophyta,"['urn:uuid:19cfd978-dfe7-4946-9e2a-2585f89bb496', 'a4e6033a-d1eb-46d3-869d-7c0328f09aa7\\\\3834543', 'urn:uuid:41eba3b9-3da5-45af-8bed-bdc42b719799', 'a4e6033a-d1eb-46d3-869d-7c0328f09aa7\\\\25237769', 'a4e6033a-d1eb-46d3-869d-7c0328f09aa7\\\\33cd707b-ac6f-4d85-8fb1-fc1cc54c1fed']",15707,a4e6033a-d1eb-46d3-869d-7c0328f09aa7,heuchera merriamii,merriamii,171,california,3032662,accepted,species,,4fd2e695-11db-4299-bd49-19086796abc1,19 june 1996,,,,Heuchera merriamii,-122.5997222,41.4991667
,,preservedspecimen,,heuchera merriamii,,magnoliopsida,,eaef47cb-6ed3-4439-b974-f05e4f65165e,,william j. ferlatte,,,north america,400.0,united states,usa,siskiyou,7ddf754f-d193-4cc9-b351-99906754a03b,1966-08-19,2021-11-03T11:57:37.545250+00:00,0.2898550724637681,,,,,,36d51aa49dbeec9ccc513e499dca5b3308b39c18,saxifragaceae,,"['dwc_family_replaced', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added']",,heuchera,,"{'lat': 41.012579, 'lon': -122.907972}",,false,false,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|myrothamnanae|saxifragales|saxifragaceae|heuchera,,,,hsc,,,plantae,,,,,,,head of kidd creek,,,,,,,2134.0,,583e69e6-325d-4d99-913b-13f2b234737d,saxifragales,tracheophyta,"['244ee82a-438c-4e77-a2ce-4e2af9ddbe4d\\\\1792818', '244ee82a-438c-4e77-a2ce-4e2af9ddbe4d\\\\583e69e6-325d-4d99-913b-13f2b234737d', 'urn:uuid:583e69e6-325d-4d99-913b-13f2b234737d']",454,244ee82a-438c-4e77-a2ce-4e2af9ddbe4d,heuchera merriamii,merriamii,231,california,3032662,accepted,species,,9ede9ad2-c58d-4271-a3c6-b61c3abf3656,19 aug 1966,,,,Heuchera merriamii,-122.907972,41.012579
,,preservedspecimen,,heuchera merriamii,chsc099689,magnoliopsida,vascularplants,6a942843-3cb1-4643-a475-24df2d2ba49f,,l. p. janeway,,,north america,,united states,usa,shasta,7ddf754f-d193-4cc9-b351-99906754a03b,2008-07-23,2021-11-03T11:59:35.529164+00:00,0.30434782608695654,,,,,,baeb3e081553ec601c5e1622ff93dcdf0db1e32f,saxifragaceae,,"['geopoint_datum_error', 'dwc_multimedia_added', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_parentnameusageid_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added', 'dwc_continent_added']",,heuchera,,"{'lat': 41.177222, 'lon': -122.488889}",,true,true,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|myrothamnanae|saxifragales|saxifragaceae|heuchera,,,,chsc,,,plantae,,,,,,,"klamath ranges. trinity mountains; top of an un-named peak overlooking the uppermost (un-named) lake of the seven lakes basin; about 0.8 km west of boulder peak. t38n r05w s06 nw1/4 of sw1/4 usgs quadrangle: seven lakes basin 1:24,000",,,,4fad0aa8-f4a7-4dcf-a022-73e453acf14a,,,2067.0,,27a3fef1-36bf-464d-8a9f-6bebec0b7bf6,saxifragales,tracheophyta,"['71bf994a-3af5-484d-983b-b146aa1512d1\\\\27a3fef1-36bf-464d-8a9f-6bebec0b7bf6', '71bf994a-3af5-484d-983b-b146aa1512d1\\\\2153604', 'urn:uuid:27a3fef1-36bf-464d-8a9f-6bebec0b7bf6']",9452,71bf994a-3af5-484d-983b-b146aa1512d1,heuchera merriamii,merriamii,205,california,3032662,accepted,species,,14802e0f-dcea-465e-91b6-4e893e7541e8,07/23/2008,,,,Heuchera merriamii,-122.488889,41.177222
,,preservedspecimen,,heuchera merriamii,des00027109,magnoliopsida,,edb9860c-c481-4d19-88cc-224a536ebcd4,,m. b. dunkle,,,north america,,united states,usa,,7ddf754f-d193-4cc9-b351-99906754a03b,1945-07-01,2021-12-17T13:51:40.593076+00:00,0.17391304347826086,,,,,,9fba6e4faaaa6f2747967d32ed80eb697f9db794,saxifragaceae,,"['geopoint_datum_missing', 'dwc_country_replaced', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_specificepithet_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'dwc_phylum_replaced', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added', 'dwc_class_added']",,heuchera,,"{'lat': 41.578745, 'lon': -123.091986}",,true,true,plantae|magnoliophyta|eudicots|core eudicots|saxifragales|saxifragaceae|heuchera,,,,des,,,plantae,,,,,,,"marble mountains, klamath national forest.",,,,954b2e64-e0d5-49f6-bc3a-cde5210c2996,,,,,a5c4c449-5dbf-4bcf-9b5b-005764836cf5,saxifragales,tracheophyta,"['urn:uuid:a5c4c449-5dbf-4bcf-9b5b-005764836cf5', 'c569e530-7322-40b8-9b66-1e0ed96fefcb\\\\3075006', 'c569e530-7322-40b8-9b66-1e0ed96fefcb\\\\urn:uuid:a5c4c449-5dbf-4bcf-9b5b-005764836cf5', 'c569e530-7322-40b8-9b66-1e0ed96fefcb\\\\a5c4c449-5dbf-4bcf-9b5b-005764836cf5']",,c569e530-7322-40b8-9b66-1e0ed96fefcb,heuchera pringlei,merriamii,182,california,3032662,accepted,species,,06eaa0af-71e9-4292-a2ca-eaa2dafc5074,,,,,Heuchera merriamii,-123.091986,41.578745
,,preservedspecimen,,heuchera merriamii,dav395256,magnoliopsida,,cc54a5fd-2e20-4ea6-8871-b2af436d9de3,,j. m. tucker,,,north america,1000.0,united states,usa,siskiyou county,7ddf754f-d193-4cc9-b351-99906754a03b,1963-08-19,2022-03-11T04:21:25.522819+00:00,0.2898550724637681,,,,,,552c9cec0b6f0cb9bcd0974cf2bc417dae558787,saxifragaceae,,"['geopoint_datum_missing', 'geopoint_low_precision', 'dwc_multimedia_added', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added']",,heuchera,,"{'lat': 41.57, 'lon': -123.21}",,true,true,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|myrothamnanae|saxifragales|saxifragaceae|heuchera,,,,dav,,,plantae,,,,,,,"siskiyou county: at the east base of marble mountain wilderness area, headwaters of canyon creek.",,,,47b6170a-581e-429b-895c-cf3e10e9aeb8,,,1951.0,,88e2a872-14e9-484d-823a-c6cd23ce1b45,saxifragales,tracheophyta,"['b9ab58cf-785e-44a7-a873-1966e14a6715\\\\1355796', 'b9ab58cf-785e-44a7-a873-1966e14a6715\\\\88e2a872-14e9-484d-823a-c6cd23ce1b45', 'urn:uuid:88e2a872-14e9-484d-823a-c6cd23ce1b45']",3773,b9ab58cf-785e-44a7-a873-1966e14a6715,heuchera merriamii,merriamii,231,california,3032662,accepted,species,,578c26aa-a743-48e8-bad4-e0bd5a298846,19 aug 1963,,,,Heuchera merriamii,-123.21,41.57
,,preservedspecimen,,heuchera merriamii,,magnoliopsida,,eaef47cb-6ed3-4439-b974-f05e4f65165e,,al hobart,,,north america,700.0,united states,usa,siskiyou,7ddf754f-d193-4cc9-b351-99906754a03b,,2021-11-03T11:57:37.545250+00:00,0.2318840579710145,,,,,,f02956922fc9ff1e0d8d04b1876f949ca0dec9e5,saxifragaceae,,"['dwc_family_replaced', 'gbif_reference_added', 'dwc_taxonid_replaced', 'dwc_taxonrank_replaced', 'dwc_taxonomicstatus_added', 'gbif_genericname_added', 'gbif_taxon_corrected', 'dwc_scientificnameauthorship_replaced', 'dwc_multimedia_added', 'dwc_datasetid_added', 'idigbio_isocountrycode_added', 'gbif_vernacularname_added', 'gbif_canonicalname_added', 'dwc_continent_added', 'dwc_parentnameusageid_added']",,heuchera,,"{'lat': 41.835506, 'lon': -123.611716}",,false,false,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|myrothamnanae|saxifragales|saxifragaceae|heuchera,,,,hsc,,,plantae,,,,,,,preston peak,,,,,,,,,9500a3fe-8db4-4013-8ba5-1848563e5488,saxifragales,tracheophyta,"['244ee82a-438c-4e77-a2ce-4e2af9ddbe4d\\\\1802948', 'urn:uuid:9500a3fe-8db4-4013-8ba5-1848563e5488', '244ee82a-438c-4e77-a2ce-4e2af9ddbe4d\\\\9500a3fe-8db4-4013-8ba5-1848563e5488']",sn,244ee82a-438c-4e77-a2ce-4e2af9ddbe4d,heuchera merriamii,merriamii,,california,3032662,accepted,species,,63686bca-9766-416a-ab80-ab882901ca6d,5 aug,,,,Heuchera merriamii,-123.611716,41.835506
